Aadhaar,Date,Grains,Pulses,Other Fruits,Leafy Vegetables,Other Vegetables,Dairy,"Meat, Poultry and Fish",Vitamin A Rich,Nuts and Seeds,Eggs,Junk Foods
001234567105,2021-10-02,1,0,0,0,0,0,0,0,0,0,1
001234567105,2021-10-03,1,0,0,0,0,0,0,0,0,0,1
001234567105,2021-10-04,1,1,0,0,0,0,0,0,0,0,1
001234567105,2021-10-05,1,1,0,0,0,0,0,0,0,0,1
001234567105,2021-10-06,1,0,0,0,0,0,0,0,0,1,1
001234567105,2021-10-07,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-07-02,1,1,1,0,0,0,0,0,0,0,1
001234567106,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-07-04,1,1,0,0,0,1,0,0,0,0,1
001234567106,2021-07-05,1,1,1,0,0,0,0,0,0,0,1
001234567106,2021-07-06,1,1,0,0,0,0,0,0,0,1,1
001234567106,2021-07-07,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-08-01,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-08-02,1,1,0,0,0,0,0,0,0,1,1
001234567106,2021-08-03,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-08-04,1,1,1,0,0,1,0,0,0,0,1
001234567106,2021-08-05,1,1,0,0,0,0,0,0,0,1,1
001234567106,2021-08-06,1,1,1,0,0,0,0,0,0,0,1
001234567106,2021-08-07,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-09-01,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-09-02,1,1,0,0,0,1,0,0,0,0,1
001234567106,2021-09-03,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-09-04,1,1,1,0,0,0,0,0,0,0,1
001234567106,2021-09-05,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-09-06,1,1,1,0,0,0,0,0,0,1,1
001234567106,2021-09-07,1,1,0,0,0,0,0,0,0,0,1
001234567106,2021-10-01,1,0,0,0,0,0,0,0,0,0,1
001234567106,2021-10-02,1,0,0,0,0,0,0,0,0,0,1
001234567106,2021-10-03,1,0,0,0,0,0,0,0,0,0,1
001234567106,2021-10-04,1,0,0,0,0,0,0,0,0,0,1
001234567106,2021-10-05,1,0,0,0,0,0,0,0,0,0,1
001234567106,2021-10-06,1,0,0,0,0,0,0,0,0,1,0
001234567106,2021-10-07,1,0,0,0,0,0,0,0,0,1,0
001234567107,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-07-02,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-07-04,1,1,0,0,0,0,0,0,0,1,1
001234567107,2021-07-05,1,1,0,0,0,1,0,0,0,0,1
001234567107,2021-07-06,1,1,1,0,0,0,0,0,0,1,1
001234567107,2021-07-07,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-08-01,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-08-02,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-08-03,1,1,0,0,0,0,0,0,0,1,1
001234567107,2021-08-04,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-08-05,1,1,1,0,0,0,0,0,0,1,1
001234567107,2021-08-06,1,1,0,0,0,0,0,0,0,0,0
001234567107,2021-08-07,1,1,0,0,0,1,0,0,0,0,1
001234567107,2021-09-01,1,1,0,0,0,0,0,0,0,1,1
001234567107,2021-09-02,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-09-03,1,1,1,0,0,0,0,0,0,0,1
001234567107,2021-09-04,1,1,0,0,0,1,0,0,0,1,1
001234567107,2021-09-05,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-09-06,1,1,1,0,0,0,0,0,0,0,1
001234567107,2021-09-07,1,1,0,0,0,0,0,0,0,0,1
001234567107,2021-10-01,1,0,0,0,0,0,0,0,0,0,1
001234567107,2021-10-02,1,0,0,0,0,0,0,0,0,0,0
001234567107,2021-10-03,1,0,0,0,0,0,0,0,0,0,0
001234567107,2021-10-04,1,0,0,0,0,0,0,0,0,0,0
001234567107,2021-10-05,1,0,0,0,0,0,0,0,0,0,0
001234567107,2021-10-06,1,1,0,0,0,0,0,0,0,0,0
001234567107,2021-10-07,1,0,0,0,0,0,0,0,0,1,0
001234567108,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-07-02,1,1,0,0,0,1,0,0,0,0,1
001234567108,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-07-04,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-07-05,1,1,1,0,0,0,0,0,0,0,1
001234567108,2021-07-06,1,1,0,0,0,0,0,0,0,1,1
001234567108,2021-07-07,1,1,0,0,0,0,0,0,0,1,1
001234567108,2021-08-01,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-08-02,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-08-03,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-08-04,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-08-05,1,1,1,0,0,0,0,0,0,1,1
001234567108,2021-08-06,1,1,0,0,0,0,0,0,0,1,1
001234567108,2021-08-07,1,1,0,0,0,1,0,0,0,0,1
001234567108,2021-09-01,1,1,0,0,0,0,0,0,0,1,1
001234567108,2021-09-02,1,1,0,0,0,0,1,0,0,0,1
001234567108,2021-09-03,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-09-04,1,1,1,0,0,1,0,0,0,0,1
001234567108,2021-09-05,1,1,0,0,0,0,1,0,0,0,1
001234567108,2021-09-06,1,1,0,0,0,0,0,0,0,1,1
001234567108,2021-09-07,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-10-01,1,0,0,0,0,0,0,0,0,0,1
001234567108,2021-10-02,1,0,0,0,0,0,0,0,0,1,1
001234567108,2021-10-03,1,1,0,0,0,0,0,0,0,0,1
001234567108,2021-10-04,1,1,0,0,0,0,0,0,0,0,0
001234567108,2021-10-05,1,1,0,0,0,0,0,0,0,0,0
001234567108,2021-10-06,1,0,0,0,0,0,0,0,0,1,0
001234567108,2021-10-07,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-07-02,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-07-03,1,1,0,0,0,1,0,0,0,0,1
001234567109,2021-07-04,1,1,0,0,0,1,0,0,0,0,1
001234567109,2021-07-05,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-07-06,1,1,0,0,0,0,0,0,0,1,1
001234567109,2021-07-07,1,1,0,0,0,0,0,0,0,1,1
001234567109,2021-08-01,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-08-02,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-08-03,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-08-04,1,1,0,0,0,0,0,0,0,1,1
001234567109,2021-08-05,1,1,0,0,0,1,0,0,0,0,1
001234567109,2021-08-06,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-08-07,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-09-01,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-09-02,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-09-03,1,1,0,0,0,1,0,0,0,0,1
001234567109,2021-09-04,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-09-05,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-09-06,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-09-07,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-10-01,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-10-02,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-10-03,1,0,0,0,0,0,0,0,0,1,1
001234567109,2021-10-04,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-10-05,1,0,0,0,0,0,0,0,0,1,0
001234567109,2021-10-06,1,1,0,0,0,0,0,0,0,0,1
001234567109,2021-10-07,1,0,0,0,0,0,0,0,0,1,0
001234567110,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-07-02,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-07-04,1,1,1,0,0,1,0,0,0,0,1
001234567110,2021-07-05,1,1,0,0,0,0,0,0,0,1,1
001234567110,2021-07-06,1,1,1,0,0,0,0,0,0,0,1
001234567110,2021-07-07,1,1,1,0,0,0,0,0,0,0,1
001234567110,2021-08-01,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-08-02,1,1,0,0,0,0,0,0,0,1,1
001234567110,2021-08-03,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-08-04,1,1,0,0,0,1,0,0,0,0,0
001234567110,2021-08-05,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-08-06,1,1,1,0,0,0,0,0,0,0,1
001234567110,2021-08-07,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-09-01,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-09-02,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-09-03,1,1,1,0,0,0,0,0,0,0,1
001234567110,2021-09-04,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-09-05,1,1,0,0,0,1,0,0,0,0,1
001234567110,2021-09-06,1,1,0,0,0,0,0,0,0,1,1
001234567110,2021-09-07,1,1,0,0,0,0,0,0,0,1,1
001234567110,2021-10-01,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-10-02,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-10-03,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-10-04,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-10-05,1,0,0,0,0,0,0,0,0,1,0
001234567110,2021-10-06,1,1,0,0,0,0,0,0,0,0,1
001234567110,2021-10-07,1,0,0,0,0,0,0,0,0,1,1
001234567111,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-07-02,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-07-04,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-07-05,1,1,0,0,0,1,0,0,0,0,1
001234567111,2021-07-06,1,1,0,0,0,1,0,0,0,0,1
001234567111,2021-07-07,1,1,0,0,0,0,0,0,0,1,1
001234567111,2021-08-01,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-08-02,1,1,0,0,0,0,0,0,1,0,1
001234567111,2021-08-03,1,1,0,0,0,0,1,0,0,0,1
001234567111,2021-08-04,1,1,0,0,0,1,0,0,0,0,1
001234567111,2021-08-05,1,1,0,0,0,1,0,0,0,0,1
001234567111,2021-08-06,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-08-07,1,0,0,0,0,0,0,0,0,1,1
001234567111,2021-09-01,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-09-02,1,1,0,0,0,0,1,0,0,1,1
001234567111,2021-09-03,1,1,0,0,0,0,1,0,0,1,1
001234567111,2021-09-04,1,0,0,0,0,0,0,1,0,0,1
001234567111,2021-09-05,1,0,0,0,0,0,0,0,0,0,1
001234567111,2021-09-06,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-09-07,1,1,0,0,0,1,1,1,0,0,1
001234567111,2021-10-01,1,0,0,0,0,0,0,0,0,1,1
001234567111,2021-10-02,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-10-03,1,0,0,0,0,0,0,0,0,1,1
001234567111,2021-10-04,1,0,0,0,0,0,0,0,0,1,0
001234567111,2021-10-05,1,1,0,0,0,0,0,0,0,0,1
001234567111,2021-10-06,1,0,0,0,0,0,0,0,0,1,1
001234567111,2021-10-07,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-07-01,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-07-02,1,1,0,0,0,0,0,0,1,0,1
001234567112,2021-07-03,1,1,0,0,0,0,0,0,0,1,1
001234567112,2021-07-04,1,1,0,0,0,0,1,0,0,0,1
001234567112,2021-07-05,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-07-06,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-07-07,1,1,0,0,0,1,0,0,0,0,1
001234567112,2021-08-01,1,1,0,0,0,1,0,0,0,0,1
001234567112,2021-08-02,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-08-03,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-08-04,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-08-05,1,1,0,0,0,0,0,0,0,1,1
001234567112,2021-08-06,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-08-07,1,1,0,0,0,0,0,0,0,1,1
001234567112,2021-09-01,1,0,0,0,0,1,0,0,0,1,1
001234567112,2021-09-02,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-09-03,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-09-04,1,0,0,0,0,0,0,0,0,0,1
001234567112,2021-09-05,1,0,0,0,0,0,0,0,0,0,1
001234567112,2021-09-06,1,0,0,0,0,0,0,0,0,0,1
001234567112,2021-09-07,1,0,0,0,0,0,0,0,0,0,1
001234567112,2021-10-01,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-10-02,1,0,0,0,0,0,0,0,0,1,0
001234567112,2021-10-03,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-10-04,1,0,0,0,0,0,0,0,0,1,1
001234567112,2021-10-05,1,0,0,0,0,0,0,0,0,1,0
001234567112,2021-10-06,1,1,0,0,0,0,0,0,0,0,1
001234567112,2021-10-07,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-07-01,1,1,0,0,0,0,0,0,0,1,1
001234567113,2021-07-02,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-07-04,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-07-05,1,1,0,1,0,0,0,0,0,0,1
001234567113,2021-07-06,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-07-07,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-08-01,1,1,0,0,0,0,1,0,0,0,1
001234567113,2021-08-02,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-08-03,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-08-04,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-08-05,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-08-06,1,1,0,0,0,1,0,0,0,0,1
001234567113,2021-08-07,1,1,0,0,0,1,0,0,0,0,1
001234567113,2021-09-01,1,0,0,0,0,1,0,0,0,1,1
001234567113,2021-09-02,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-09-03,1,0,0,0,0,0,0,0,0,0,1
001234567113,2021-09-04,1,0,0,1,0,0,0,0,0,0,1
001234567113,2021-09-05,1,0,0,0,0,0,0,0,0,0,1
001234567113,2021-09-06,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-09-07,1,0,0,0,0,0,0,0,0,0,1
001234567113,2021-10-01,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-10-02,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-10-03,1,0,0,0,0,0,0,0,0,1,0
001234567113,2021-10-04,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-10-05,1,0,0,0,0,0,0,0,0,1,0
001234567113,2021-10-06,1,1,0,0,0,0,0,0,0,0,1
001234567113,2021-10-07,1,0,0,0,0,0,0,0,0,1,0
001234567114,2021-07-01,1,0,0,0,0,1,0,0,0,0,1
001234567114,2021-07-02,1,0,0,0,0,1,0,0,0,0,1
001234567114,2021-07-03,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-07-04,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-07-05,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-07-06,1,1,0,0,0,0,1,0,0,0,1
001234567114,2021-07-07,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-08-01,1,1,0,1,0,0,0,0,0,0,1
001234567114,2021-08-02,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-08-03,1,1,0,0,0,0,0,0,1,0,1
001234567114,2021-08-04,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-08-05,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-08-06,1,1,0,0,0,0,0,0,0,0,1
001234567114,2021-08-07,1,1,0,0,0,0,1,0,0,0,1
